Name,Source URL
puppetlabs-dsc,https://github.com/puppetlabs/puppetlabs-dsc
puppet-epel,https://github.com/voxpupuli/puppet-epel
puppetlabs-dism,https://github.com/puppetlabs/puppetlabs-dism
jowy-druid,https://github.com/jowy/puppet-druid
felixcarmona-test,https://github.com/puppetlabs/puppetlabs-haproxy
petems-swap_file,https://github.com/petems/petems-swap_file
maestrodev-maven,https://github.com/maestrodev/puppet-maven
puppetlabs-limits,https://github.com/puppetlabs/puppetlabs-limits
puppetlabs-transition,https://github.com/puppetlabs/puppetlabs-transition
puppet-mcollective,https://github.com/voxpupuli/puppet-mcollective
maestrodev-rvm,https://github.com/maestrodev/puppet-rvm
spantree-phpldapadmin,https://github.com/spantree/puppet-phpldapadmin
adrien-filemapper,https://github.com/adrienthebo/puppet-filemapper
puppetlabs-mongodb,https://github.com/puppetlabs/puppetlabs-mongodb
golja-gnupg,https://github.com/n1tr0g/golja-gnupg
camptocamp-accounts,https://github.com/camptocamp/puppet-accounts
atlassian/nexus_rest,https://bitbucket.org/atlassian/puppet-module-nexus_rest.git
puppet-wget,https://github.com/voxpupuli/puppet-wget
jsok-vault,https://github.com/jsok/puppet-vault
puppetlabs-mount_providers,https://github.com/puppetlabs/puppetlabs-mount_providers
maxadamo-glusterfs,https://github.com/maxadamo/puppet-glusterfs
puppetlabs-sshkeys_core,https://github.com/puppetlabs/puppetlabs-sshkeys_core
eputnam-i18ndemo,https://github.com/eputnam/eputnam-i18ndemo
treydock-gpg_key,https://github.com/treydock/puppet-gpg_key
puppet-confluence,https://github.com/voxpupuli/puppet-confluence
saz-locales,https://github.com/saz/puppet-locales
abrader-gms,https://github.com/abrader/abrader-gms
icinga-icingaweb2,https://github.com/Icinga/puppet-icingaweb2
counsyl-packer,https://github.com/counsyl/puppet-packer
puppet-windows_env,https://github.com/voxpupuli/puppet-windows_env
hunner-hiera,https://github.com/hunner/puppet-hiera
herculesteam-augeasproviders_mounttab,https://github.com/hercules-team/augeasproviders_mounttab
wolfspyre-vmware_puppetfact,https://github.com/wolfspyre/vmware_puppetfact
golja-influxdb,https://github.com/n1tr0g/golja-influxdb
ghoneycutt-dnsclient,https://github.com/ghoneycutt/puppet-module-dnsclient
jdowning-statsd,https://github.com/justindowning/puppet-statsd
puppet-rundeck,https://github.com/voxpupuli/puppet-rundeck
thias-squid3,https://github.com/thias/puppet-squid3
landcareresearch-solr,https://bitbucket.org/landcareresearch/puppet-solr
jlambert121-yum,https://github.com/jlambert121/jlambert121-yum
tobiashochguertel-demo,https://github.com/tobiashochguertel/puppet-hochguertelto-demo
camptocamp-puppetserver,https://github.com/camptocamp/puppet-puppetserver
garethr-erlang,git://github.com/garethr/garethr-erlang.git
stm-file_capability,https://github.com/smoeding/puppet-file_capability
ploperations-bundler,https://github.com/puppetlabs-operations/puppet-bundler
puppetlabs-nagios_core,https://github.com/puppetlabs/puppetlabs-nagios_core
fraenki-proftpd,https://github.com/fraenki/puppet-proftpd
pltraining-dirtree,git@github.com:puppetlabs/pltraining-dirtree.git
puppet-iis,https://github.com/voxpupuli/puppet-iis
example42-apache,https://github.com/example42/puppet-apache
kemra102-cloudwatchlogs,https://github.com/kemra102/puppet-cloudwatchlogs
ghoneycutt-pam,https://github.com/ghoneycutt/puppet-module-pam
gdsoperations-resolvconf,https://github.com/gds-operations/puppet-resolvconf
meltwater-cpan,https://github.com/meltwater/puppet-cpan
dwerder-graphite,https://github.com/alphagov/puppet-graphite
jbowers-beanstalkd,https://github.com/cubiclelord/beanstalkd
crayfishx-firewalld,https://github.com/crayfishx/puppet-firewalld
spiette-selinux,https://github.com/spiette/puppet-selinux
puppetlabs-host_core,https://github.com/puppetlabs/puppetlabs-host_core
mayflower-php,https://github.com/mayflower/puppet-php
adrien-alternatives,https://github.com/puppet-community/puppet-alternatives
eyp-systemd,https://github.com/SaltaIT/eyp-systemd
ericsson-cron,https://github.com/Ericsson/puppet-module-cron
puppetlabs-mailalias_core,https://github.com/puppetlabs/puppetlabs-mailalias_core
gdsoperations-aptly,https://github.com/gds-operations/puppet-aptly
dcoxall-golang,https://github.com/dcoxall/dcoxall-golang
yelp-netstdlib,https://github.com/Yelp/puppet-netstdlib
jdowning-rbenv,https://github.com/jdowning/puppet-rbenv
puppet-network,https://github.com/voxpupuli/puppet-network
dancb10-spinnaker,https://github.com/adobe/spinnaker-puppet
jadestorm-galera_arbitrator,https://github.com/jadestorm/puppet-galera_arbitrator
tombuildsstuff/windows_autologin,https://github.com/tombuildsstuff/puppet-windows_autologin
desalvo-sendmail,https://github.com/desalvo/puppet-sendmail
AlexCline-fstab,https://github.com/AlexCline/fstab
claranet-consul_template,https://github.com/claranet/puppet-consul_template
echocat-nfs,https://github.com/echocat/puppet-nfs
icinga-icinga2,https://github.com/icinga/puppet-icinga2
jhaals/warranty,https://github.com/jhaals/jhaals-warranty
puppet-squid,https://github.com/voxpupuli/puppet-squid
puppet-chrony,https://github.com/voxpupuli/puppet-chrony
eyp-eyplib,https://github.com/NTTCom-MS/eyp-eyplib
puppet-gitlab_ci_runner,https://github.com/voxpupuli/puppet-gitlab_ci_runner
theforeman-git,https://github.com/theforeman/puppet-git
theforeman-dns,https://github.com/theforeman/puppet-dns
ghoneycutt-types,https://github.com/ghoneycutt/puppet-module-types
puppet-filemapper,https://github.com/voxpupuli/puppet-filemapper
puppetlabs-activemq,https://github.com/puppetlabs/puppetlabs-activemq
sgnl05-colorprompt,https://github.com/sgnl05/sgnl05-colorprompt
jmkeyes-razor,https://github.com/jmkeyes/puppet-razor
theforeman-foreman_proxy,https://github.com/theforeman/puppet-foreman_proxy
ayohrling-local_security_policy,https://github.com/ayohrling/local_security_policy
basti1302-wait_for,https://github.com/basti1302/puppet-wait-for
puppet-mongodb,https://github.com/voxpupuli/puppet-mongodb
puppet-kafka,https://github.com/voxpupuli/puppet-kafka
jorritfolmer-splunk,https://github.com/jorritfolmer/puppet-splunk
meltwater-incron,https://github.com/meltwater/puppet-incron
thbe-ssmtp,https://github.com/thbe/puppet-ssmtp
npwalker/pe_code_manager_webhook,https://github.com/npwalker/pe_code_manager_webhook
puppetlabs-scheduled_task,git://github.com/puppetlabs/puppetlabs-scheduled_task
puppet-make,https://github.com/voxpupuli/puppet-make
theforeman-dhcp,https://github.com/theforeman/puppet-dhcp
puppet-boolean,https://github.com/voxpupuli/puppet-boolean
abstractit-puppet,https://github.com/abstractitptyltd/abstractit-puppet
liamjbennett-win_facts,https://github.com/liamjbennett/puppet-win_facts
tragiccode-azure_key_vault,https://github.com/TraGicCode/tragiccode-azure_key_vault
mmckinst-hash2stuff,https://github.com/mmckinst/puppet-hash2stuff
example42-stdmod,https://github.com/stdmod/stdmod
thekevjames-homebrew,https://github.com/TheKevJames/puppet-homebrew
puppetlabs-selinux_core,https://github.com/puppetlabs/puppetlabs-selinux_core
saz-vim,https://github.com/saz/puppet-vim
zleslie-unbound,https://github.com/xaque208/puppet-unbound
choria-mcollective,https://github.com/choria-io/puppet-mcollective
choria-mcollective_choria,https://github.com/choria-io/general/discussions
alexharvey-firewall_multi,https://github.com/alexharv074/puppet-firewall_multi
andskli-netbackup,https://github.com/andskli/puppet-netbackup
garethr-sysdig,https://github.com/garethr/garethr-sysdig
maestrodev-ant,https://github.com/maestrodev/puppet-ant
mmack-cfssl,https://github.com/michaelmack000/puppet-cfssl
camptocamp-bind,https://github.com/puppetlabs/puppet-bind
autostructure-artifactory,https://github.com/autostructure/artifactory
ceritsc-tuned,https://github.com/CERIT-SC/puppet-tuned
evenup-logrotate,https://github.com/evenup/evenup-logrotate
norisnetwork-auditbeat,https://github.com/noris-network/norisnetwork-auditbeat
choria-mcollective_agent_puppet,https://github.com/choria-plugins/puppet-agent
genebean-winbind,https://github.com/genebean/genebean-winbind
puppetlabs-facts,https://github.com/puppetlabs/puppetlabs-facts
treydock-munge,https://github.com/treydock/puppet-munge
choria-mcollective_agent_package,https://github.com/choria-plugins/package-agent
choria-mcollective_agent_service,https://github.com/choria-plugins/service-agent
camptocamp-dell,https://github.com/camptocamp/puppet-dell
choria-mcollective_util_actionpolicy,https://github.com/choria-plugins/action-policy
choria-mcollective_agent_filemgr,https://github.com/choria-plugins/filemgr-agent
bashtoni-timezone,https://github.com/BashtonLtd/puppet-timezone
fnerdwq-omd,https://github.com/fnerdwq/puppet-omd
edestecd-clamav,https://github.com/edestecd/puppet-clamav
arnoudj-sudo,https://github.com/arnoudj/puppet-sudo
joshbeard-login_defs,https://github.com/joshbeard/puppet-login_defs
sjoeboo-munge,https://github.com/sjoeboo/puppet-munge
hajee-easy_type,https://www.enterprisemodules.com/
reidmv-yamlfile,https://github.com/reidmv/puppet-module-yamlfile
puppet-zabbix,https://github.com/voxpupuli/puppet-zabbix
encore-fluentd,https://github.com/EncoreTechnologies/puppet-fluentd
crayfishx-purge,https://github.com/crayfishx/puppet-purge
dalen-dnsquery,https://github.com/dalen/puppet-dnsquery
joshcooper-powershell,https://github.com/joshcooper/puppetlabs-powershell
reidmv-puppet_environment_facts,https://github.com/reidmv/puppet-module-puppet_environment_facts
puppet-telegraf,https://github.com/voxpupuli/puppet-telegraf
cyberious-apm,https://github.com/cyberious/puppet-apm
dhoppe-fail2ban,https://github.com/dhoppe/puppet-fail2ban
puppetlabs-aws,https://github.com/puppetlabs/puppetlabs-aws
norisnetwork-packetbeat,https://github.com/noris-network/norisnetwork-packetbeat
example42-jboss,https://github.com/example42/puppet-jboss
WhatsARanjit-node_manager,https://github.com/WhatsARanjit/puppet-node_manager
example42-mysql,https://github.com/example42/puppet-mysql
chocolatey-chocolatey,https://github.com/chocolatey/puppet-chocolatey
jhoblitt-udev,https://github.com/jhoblitt/puppet-udev
cristifalcas-curator,https://github.com/cristifalcas/puppet-curator
dprince/qpid,https://github.com/dprince/puppet-qpid
puppet-healthcheck,https://github.com/voxpupuli/puppet-healthcheck
puppetlabs-ruby_task_helper,https://git@github.com/puppetlabs/puppetlabs-ruby_task_helper
jesse-proxy_client,https://github.com/jessereynolds/puppet-proxy_client
redlegoman-porttest,https://github.com/redlegoman/porttest
razorsedge-network,https://github.com/razorsedge/puppet-network
jonnyx-logwatch,https://github.com/jonmosco/puppet-logwatch
artberri-nvm,https://github.com/artberri/puppet-nvm
CraigWatson1987-vmwaretools,https://github.com/craigwatson/puppet-vmwaretools
onyxpoint-gpasswd,https://github.com/onyxpoint/puppet-gpasswd
stschulte-rpmkey,https://github.com/stschulte/puppet-rpmkey
biemond-oradb,https://github.com/biemond/biemond-oradb
dobbymoodge-acl,https://github.com/dobbymoodge/puppet-posix_acl
npwalker-recursive_file_permissions,https://github.com/npwalker/recursive_file_permissions
aharden-puppet_ent_agent,https://github.com/aharden/aharden-puppet_ent_agent
puppetlabs-iis,git://github.com/puppetlabs/puppetlabs-iis
adrien-network,https://github.com/adrienthebo/puppet-network
puppet-windows_firewall,https://github.com/voxpupuli/puppet-windows_firewall
fsalum-redis,https://github.com/fsalum/puppet-redis
leoarnold-cups,https://github.com/leoarnold/puppet-cups
CERNOps-nscd,https://github.com/cernops/puppet-nscd
jlambert121-curator,https://github.com/jlambert121/jlambert121-curator
puppet-systemd,https://github.com/voxpupuli/puppet-systemd
puppet-prometheus_reporter,https://github.com/voxpupuli/puppet-prometheus_reporter
pdxcat-collectd,https://github.com/pdxcat/puppet-module-collectd
theforeman-concat_native,https://github.com/theforeman/puppet-concat_native
dsestero-download_uncompress,https://github.com/dsestero/download_uncompress
trlinkin-noop,https://github.com/trlinkin/trlinkin-noop
thias-bind,https://github.com/thias/puppet-bind
fiddyspence-sleep,https://github.com/fiddyspence/puppet-sleep
puppet-jira,https://github.com/voxpupuli/puppet-jira
choria-choria,https://github.com/choria-io/puppet-choria
puppetlabs-test_device,https://github.com/puppetlabs/puppetlabs-test_device
kakwa-samba,https://github.com/kakwa/puppet-samba
pltraining-rbac,https://github.com/puppetlabs/pltraining-rbac
theforeman-foreman_scap_client,https://github.com/theforeman/puppet-foreman_scap_client
saz-ntp,https://github.com/saz/puppet-ntp
fsalum-newrelic,https://github.com/fsalum/puppet-newrelic
puppetlabs-passenger,https://github.com/puppetlabs/puppetlabs-passenger
puppet-corosync,https://github.com/voxpupuli/puppet-corosync
maestrodev-sonarqube,https://github.com/maestrodev/puppet-sonarqube
lynxman-hiera_consul,https://github.com/lynxman/hiera-consul
mjhas/postfix,https://github.com/mjhas/postfix
computology-packagecloud,https://github.com/computology/computology-packagecloud
deric-accounts,https://github.com/deric/puppet-accounts
brutus777-prometheus,https://github.com/brutus333/puppet-prometheus
puppet-splunk,https://github.com/voxpupuli/puppet-splunk
yguenane/repoforge,https://github.com/Spredzy/puppet-repoforge
timidri-meltdown,https://github.com/timidri/puppet-meltdown
puppet-rhsm,https://github.com/voxpupuli/puppet-rhsm
echoes-monit,https://github.com/echoes-tech/puppet-monit
herculesteam-augeasproviders_postgresql,https://github.com/hercules-team/augeasproviders_postgresql
jamesnetherton-google_chrome,https://github.com/jamesnetherton/puppet-google-chrome
keeleysam-vmwaretools,git://github.com/keeleysam/puppet-vmwaretools.git
syseleven-json_file_reporter,https://github.com/syseleven/puppet-json-file-reporter
ffalor-resolve_sid,https://github.com/ffalor/ffalor-resolve_sid
enterprisemodules-easy_type,https://www.github.com/enterprisemodules/easy_type
inkblot/ipcalc,https://github.com/inkblot/puppet-ipcalc
herculesteam-augeasproviders_syslog,https://github.com/hercules-team/augeasproviders_syslog
ghoneycutt-nscd,https://github.com/ghoneycutt/puppet-module-nscd
hubspot-nexus,https://github.com/hubspotdevops/puppet-nexus
konstantin-fluentd,https://github.com/soylent/konstantin-fluentd
puppetlabs-mssql,https://github.com/puppetlabs/puppetlabs-mssql
signalfx-signalfx_agent,https://github.com/signalfx/signalfx-agent
herculesteam-augeasproviders_base,https://github.com/hercules-team/augeasproviders_base
puppetlabs-docker_platform,git://github.com/puppetlabs/puppetlabs-docker_platform.git
counsyl-windows,https://github.com/counsyl/puppet-windows
artberri-yarn,https://github.com/artberri/puppet-yarn
dwerder-redis,https://github.com/echocat/puppet-redis
wywygmbh-fluentd,https://github.com/wywy/puppet-fluentd
spotify-puppetexplorer,https://github.com/spotify/puppet-puppetexplorer
cataphract-yaml_settings,https://github.com/cataphract/puppet-yaml_settings
puppetlabs-service,https://github.com/puppetlabs/puppetlabs-service
tPl0ch-composer,https://github.com/tPl0ch/puppet-composer
puppetlabs-zfs_core,https://github.com/puppetlabs/puppetlabs-zfs_core
petems-hiera_vault,https://github.com/petems/hiera-vault
gdhbashton-consul_template,https://github.com/gdhbashton/puppet-consul_template
choria-mcollective_agent_shell,https://github.com/choria-plugins/shell-agent
thias-php,https://github.com/thias/puppet-php
hardening-os_hardening,https://github.com/dev-sec/puppet-os-hardening
biemond-orawls,https://github.com/biemond/biemond-orawls
rehan-nginx,https://github.com/rehanone/puppet-nginx
